extension,count_total,count_pldb,count_linguist,count_wikipedia,count_esolang,sample_lang
.lbx,1,1,1,1,0,TeX
.ld,1,1,1,0,0,Linker Script
.lds,1,1,1,0,0,Linker Script
.leex,1,0,1,0,0,HTML+EEX
.lektorproject,1,1,1,0,0,INI
.leo,1,0,1,0,0,Leo
.less,1,1,1,0,0,Less
.lex,1,1,1,0,0,Lex
.lfe,1,1,1,0,0,LFE
.lgt,1,1,1,1,0,Logtalk
.lhs,1,1,1,0,0,Literate Haskell
.libsonnet,1,0,1,0,0,Jsonnet
.lid,1,1,1,0,0,Dylan
.lidr,1,1,1,0,0,Idris
.ligo,1,0,1,0,0,LigoLANG
.linq,1,0,1,0,0,C#
.liquid,1,1,1,0,1,Liquid
.litcoffee,1,1,1,0,0,Literate CoffeeScript
.livecodescript,1,0,1,0,0,LiveCode Script
.livemd,1,1,1,0,0,Markdown
.lkml,1,1,1,0,0,LookML
.ll,1,0,1,0,0,LLVM
.lmi,1,0,1,0,1,Python
.logtalk,1,1,1,1,0,Logtalk
.lol,1,1,1,0,1,LOLCODE
.lookml,1,1,1,0,0,LookML
.lpr,1,1,1,0,0,Pascal
.lsl,1,1,1,0,0,LSL
.lslp,1,1,1,0,0,LSL
.ltx,1,1,1,1,0,TeX
.lua,1,1,1,1,0,Lua
.luau,1,1,1,0,0,Luau
.lvclass,1,1,1,1,0,LabVIEW
.lvlib,1,1,1,1,0,LabVIEW
.lvproj,1,1,1,1,0,LabVIEW
.ly,1,1,1,1,0,LilyPond
.m2,1,0,1,0,0,Macaulay2
.m3,1,0,1,1,0,Modula-3
.m3u,1,0,1,0,0,M3U
.m3u8,1,0,1,0,0,M3U
.ma,1,0,1,1,0,Wolfram Language
.mak,1,0,1,0,0,Makefile
.make,1,0,1,0,0,Makefile
.makefile,1,0,1,0,0,Makefile
.mako,1,1,1,0,0,Mako
.mao,1,1,1,0,0,Mako
.markdown,1,1,1,0,0,Markdown
.marko,1,1,1,0,0,Marko
.mat,1,1,1,0,0,Unity3D Asset
.mata,1,1,1,1,0,Stata
.matah,1,1,1,1,0,Stata
.mathematica,1,0,1,1,0,Wolfram Language
.matlab,1,1,1,1,0,MATLAB
.mawk,1,1,1,1,0,Awk
.maxhelp,1,1,1,0,0,Max
.maxpat,1,1,1,0,0,Max
.maxproj,1,1,1,0,0,Max
.mbox,1,0,1,0,0,E-mail
.mbt,1,0,1,0,0,MoonBit
.mcfunction,1,0,1,0,0,mcfunction
.mcmeta,1,0,1,0,0,JSON
.mcr,1,1,1,0,0,MAXScript
.md2,1,0,1,0,0,Checksums
.md4,1,0,1,0,0,Checksums
.md5,1,0,1,0,0,Checksums
.mdown,1,1,1,0,0,Markdown
.mdpolicy,1,1,1,0,0,XML
.mdwn,1,1,1,0,0,Markdown
.mdx,1,1,1,0,1,MDX
.me,1,1,1,0,0,Roff
.mediawiki,1,0,1,0,0,Wikitext
.mermaid,1,1,1,0,0,Mermaid
.meta,1,1,1,0,0,Unity3D Asset
.metal,1,1,1,0,0,Metal
.mg,1,0,1,1,0,Modula-3
.minid,1,1,1,0,0,MiniD
.mint,1,1,1,0,1,Mint
.mir,1,0,1,0,0,YAML
.mirah,1,1,1,0,0,Mirah
.mjml,1,1,1,0,0,XML
.mjs,1,1,1,1,0,JavaScript
.mk,1,0,1,0,0,Makefile
.mkd,1,1,1,0,0,Markdown
.mkdn,1,1,1,0,0,Markdown
.mkdown,1,1,1,0,0,Markdown
.mkfile,1,0,1,0,0,Makefile
.mkii,1,1,1,1,0,TeX
.mkiv,1,1,1,1,0,TeX
.mkvi,1,1,1,1,0,TeX
.ml4,1,1,1,1,0,OCaml
.mli,1,1,1,1,0,OCaml
.mligo,1,0,1,0,0,CameLIGO
.mlir,1,1,1,0,0,MLIR
.mll,1,1,1,1,0,OCaml
.mly,1,1,1,1,0,OCaml
.mmd,1,1,1,0,0,Mermaid
.mmk,1,1,1,0,0,Module Management System
.mms,1,1,1,0,0,Module Management System
.monkey,1,1,1,0,1,Monkey
.monkey2,1,1,1,0,1,Monkey
.moon,1,0,1,0,1,MoonScript
.move,1,1,1,0,0,Move
.mpl,1,0,1,0,0,JetBrains MPS
.mps,1,0,1,0,0,JetBrains MPS
.mq4,1,0,1,0,0,MQL4
.mq5,1,0,1,0,0,MQL5
.mrc,1,0,1,0,0,mIRC Script
.msd,1,0,1,0,0,JetBrains MPS
.mspec,1,1,1,0,0,Ruby
.mss,1,1,1,0,0,CartoCSS
.mt,1,0,1,1,0,Wolfram Language
.mtl,1,1,1,0,0,Wavefront Material
.mtml,1,1,1,0,0,MTML
.mts,1,1,1,1,0,TypeScript
.mu,1,1,1,1,0,mupad
.mud,1,1,1,0,0,ZIL
.muf,1,1,1,0,0,MUF
.mumps,1,0,1,0,1,M
.muse,1,0,1,0,0,Muse
.mustache,1,1,1,0,0,Mustache
.mxml,1,1,1,0,0,XML
.mxt,1,1,1,0,0,Max
.mysql,1,1,1,1,0,SQL
.myt,1,1,1,0,0,Myghty
.mzn,1,1,1,0,0,MiniZinc
.nanorc,1,0,1,0,0,nanorc
.nasl,1,0,1,0,0,NASL
.nasm,1,0,1,0,1,Assembely
.natvis,1,1,1,0,0,XML
.nawk,1,1,1,1,0,Awk
.nbp,1,0,1,1,0,Wolfram Language
.nc,1,1,1,0,0,nesC
.ndproj,1,1,1,0,0,XML
.ne,1,1,1,0,0,Nearley
.nearley,1,1,1,0,0,Nearley
.ned,1,0,1,0,0,OMNeT++ NED
.neon,1,0,1,0,0,NEON
.nf,1,1,1,0,0,Nextflow
.nginx,1,0,1,0,0,Nginx
.nginxconf,1,0,1,0,0,Nginx
.ni,1,0,1,0,0,Inform 7
.nim,1,1,1,0,0,Nim
.nimble,1,1,1,0,0,Nim
.nimrod,1,1,1,0,0,Nim
.nims,1,1,1,0,0,Nim
.ninja,1,1,1,0,0,Ninja
.nit,1,1,1,0,0,Nit
.nix,1,1,1,0,1,Nix
.njk,1,0,1,0,0,Nunjucks
.njs,1,1,1,1,0,JavaScript
.nlogo,1,1,1,1,0,NetLogo
.no,1,0,1,0,1,Text
.nomad,1,1,1,0,0,HCL
.nproj,1,1,1,0,0,XML
.nqp,1,1,1,0,0,Raku
.nse,1,1,1,1,0,Lua
.nsh,1,1,1,0,0,NSIS
.nsi,1,1,1,0,0,NSIS
.nss,1,1,1,1,0,NWScript
.numpy,1,1,1,0,0,NumPy
.numpyw,1,1,1,0,0,NumPy
.numsc,1,1,1,0,0,NumPy
.nuspec,1,1,1,0,0,XML
.nut,1,1,1,0,0,Squirrel
.ny,1,1,1,1,0,Common Lisp
.ob2,1,1,1,0,0,Oberon
.obj,1,1,1,0,0,Wavefront Object
.objdump,1,1,1,0,0,ObjDump
.odd,1,1,1,0,0,XML
.ol,1,1,1,0,0,Jolie
.omgrofl,1,1,1,0,1,Omgrofl
.ooc,1,1,1,0,0,ooc
.opa,1,1,1,0,0,Opa
.opal,1,1,1,0,1,Opal
.opencl,1,1,1,1,0,OpenCL
.orc,1,1,1,1,0,Csound
.org,1,0,1,0,0,Org
.os,1,1,1,0,0,1C Enterprise
.osm,1,1,1,0,0,XML
.outjob,1,0,1,0,0,Altium Designer
.overpassql,1,0,1,0,0,OverpassQL
.owl,1,0,1,0,0,Web Ontology Language
.ox,1,1,1,0,0,Ox
.oxh,1,1,1,0,0,Ox
.oxo,1,1,1,0,0,Ox
.oxygene,1,1,1,0,0,Oxygene
.oz,1,1,1,0,1,Oz
.p4,1,1,1,0,0,P4
.p6,1,1,1,0,0,Raku
.p6l,1,1,1,0,0,Raku
.p6m,1,1,1,0,0,Raku
.p8,1,1,1,1,0,Lua
.pac,1,1,1,1,0,JavaScript
.pact,1,1,1,0,0,Pact
.pan,1,1,1,0,0,Pan
.parrot,1,0,1,0,1,Parrot
.pas,1,1,1,0,0,Pascal
.pascal,1,1,1,0,0,Pascal
.pasm,1,1,1,0,0,Parrot Assembly
.pat,1,1,1,0,0,Max
.patch,1,1,1,0,0,Diff
.pb,1,1,1,0,0,PureBasic
.pbi,1,1,1,0,0,PureBasic
.pbtxt,1,0,1,0,0,Protocol Buffer Text Format
.pcbdoc,1,0,1,0,0,Altium Designer
.pck,1,0,1,0,0,PLSQL
.pcss,1,1,1,0,0,PostCSS
.pd,1,1,1,1,0,Pure Data
.pd_lua,1,1,1,1,0,Lua
.pddl,1,0,1,0,0,PDDL
.pde,1,1,1,0,0,Processing
.peggy,1,0,1,0,0,PEG.js
.pegjs,1,0,1,0,0,PEG.js
.pep,1,1,1,0,0,Pep8
.per,1,0,1,0,0,Genero per
.perl,1,1,1,1,1,Perl
.pfa,1,1,1,1,0,PostScript
.pgsql,1,1,1,0,0,PLpgSQL
.ph,1,1,1,1,1,Perl
.php3,1,1,1,1,0,PHP
.php4,1,1,1,1,0,PHP
.php5,1,1,1,1,0,PHP
.phps,1,1,1,1,0,PHP
.phpt,1,1,1,1,0,PHP
.phtml,1,0,1,0,0,HTML+PHP
.pic,1,1,1,0,0,Pic
.pig,1,0,1,0,0,PigLatin
.pike,1,1,1,0,0,Pike
.pir,1,1,1,0,0,Parrot Internal Representation
.pkb,1,0,1,0,0,PLSQL
.pkgproj,1,1,1,0,0,XML
.pks,1,0,1,0,0,PLSQL
.pl6,1,1,1,0,0,Raku
.plantuml,1,1,1,0,0,PlantUML
.plb,1,0,1,0,0,PLSQL
.plot,1,1,1,0,0,Gnuplot
.pls,1,0,1,0,0,PLSQL
.plsql,1,0,1,0,0,PLSQL
.plx,1,1,1,1,1,Perl
.pm6,1,1,1,0,0,Raku
.pml,1,1,1,1,0,Promela
.pmod,1,1,1,0,0,Pike
.po,1,0,1,0,0,Gettext Catalog
.pod6,1,0,1,0,0,Pod 6
.podsl,1,1,1,1,0,Common Lisp
.podspec,1,1,1,0,0,Ruby
.pogo,1,1,1,0,0,PogoScript
.polar,1,0,1,0,0,Polar
.pony,1,1,1,0,0,Pony
.por,1,0,1,0,0,Portugol
.postcss,1,1,1,0,0,PostCSS
.pot,1,0,1,0,0,Gettext Catalog
.pov,1,1,1,0,0,POV-Ray SDL
.pprx,1,1,1,1,0,REXX
.praat,1,0,1,0,0,Praat
.prawn,1,1,1,0,0,Ruby
.prefab,1,1,1,0,0,Unity3D Asset
.prefs,1,1,1,0,0,INI
.prg,1,1,1,0,0,xBase
.pri,1,1,1,0,0,QMake
.prisma,1,0,1,0,0,Prisma
.prjpcb,1,0,1,0,0,Altium Designer
.proj,1,1,1,0,0,XML
.prolog,1,1,1,1,0,Prolog
.props,1,1,1,0,0,XML
.proto,1,0,1,0,0,Protocol Buffer
.prw,1,1,1,0,0,xBase
.ps,1,1,1,1,0,PostScript
.ps1,1,1,1,1,0,PowerShell
.ps1xml,1,1,1,0,0,XML
.psc,1,1,1,0,0,Papyrus
.psc1,1,1,1,0,0,XML
.psd1,1,1,1,1,0,PowerShell
.psgi,1,1,1,1,1,Perl
.psm1,1,1,1,1,0,PowerShell
.pt,1,1,1,0,0,XML
.pub,1,0,1,0,0,Public Key
.pug,1,1,1,0,0,Pug
.puml,1,1,1,0,0,PlantUML
.purs,1,1,1,1,0,PureScript
.pwn,1,1,1,0,0,Pawn
.pxd,1,1,1,1,0,Cython
.pxi,1,1,1,1,0,Cython
.py,1,0,1,0,1,Python
.py3,1,0,1,0,1,Python
.pyde,1,0,1,0,1,Python
.pyi,1,0,1,0,1,Python
.pyp,1,0,1,0,1,Python
.pyt,1,0,1,0,1,Python
.pytb,1,0,1,0,0,Python traceback
.pyw,1,0,1,0,1,Python
.pyx,1,1,1,1,0,Cython
.qasm,1,0,1,1,0,OpenQASM
.qbs,1,0,1,0,0,QML
.qc,1,1,1,1,0,QuakeC
.qhelp,1,1,1,0,0,XML
.ql,1,1,1,0,0,CodeQL
.qll,1,1,1,0,0,CodeQL
.qmd,1,1,1,0,0,RMarkdown
.qml,1,0,1,0,0,QML
.r2,1,1,1,1,0,Rebol
.r3,1,1,1,1,0,Rebol
.rabl,1,1,1,0,0,Ruby
.rake,1,1,1,0,0,Ruby
.raku,1,1,1,0,0,Raku
.rakumod,1,1,1,0,0,Raku
.raml,1,0,1,0,0,RAML
.raw,1,0,1,0,0,Raw token data
.razor,1,0,1,0,0,HTML+Razor
.rb,1,1,1,0,0,Ruby
.rbbas,1,1,1,0,0,REALbasic
.rbfrm,1,1,1,0,0,REALbasic
.rbi,1,1,1,0,0,Ruby
.rbmnu,1,1,1,0,0,REALbasic
.rbres,1,1,1,0,0,REALbasic
.rbs,1,1,1,0,0,RBS
.rbtbar,1,1,1,0,0,REALbasic
.rbuild,1,1,1,0,0,Ruby
.rbuistate,1,1,1,0,0,REALbasic
.rbw,1,1,1,0,0,Ruby
.rbx,1,1,1,0,0,Ruby
.rbxs,1,1,1,1,0,Lua
.rchit,1,1,1,0,0,GLSL
.rd,1,1,1,0,0,R
.rdf,1,1,1,0,0,XML
.rdoc,1,1,1,0,0,RDoc
.reb,1,1,1,1,0,Rebol
.rebol,1,1,1,1,0,Rebol
.red,1,0,1,0,1,Red
.reds,1,0,1,0,1,Red
.reek,1,0,1,0,0,YAML
.reg,1,1,1,0,0,Windows Registry Entries
.regex,1,0,1,0,1,Regular Expression
.regexp,1,0,1,0,1,Regular Expression
.rego,1,0,1,0,0,Open Policy Agent
.rei,1,1,1,0,0,Reason
.religo,1,0,1,0,0,ReasonLIGO
.resi,1,1,1,0,0,redscript
.resource,1,1,1,0,0,RobotFramework
.rest,1,1,1,0,0,reStructuredText
.resx,1,1,1,0,0,XML
.rex,1,1,1,1,0,REXX
.rexx,1,1,1,1,0,REXX
.rg,1,1,1,0,0,Rouge
.rhtml,1,0,1,0,0,HTML+ERB
.ring,1,1,1,0,0,Ring
.riot,1,0,1,0,0,Riot
.rkt,1,1,1,0,0,Racket
.rktd,1,1,1,0,0,Racket
.rktl,1,1,1,0,0,Racket
.rl,1,1,1,0,0,Ragel
.rmd,1,1,1,0,0,RMarkdown
.rmiss,1,1,1,0,0,GLSL
.rnh,1,1,1,0,0,RUNOFF
.rnw,1,1,1,0,0,Sweave
.robot,1,1,1,0,0,RobotFramework
.roc,1,1,1,0,0,Roc
.rockspec,1,1,1,1,0,Lua
.roff,1,1,1,0,0,Roff
.ron,1,1,1,0,0,RON
.ronn,1,1,1,0,0,Markdown
.rpgle,1,0,1,0,0,RPGLE
.rq,1,1,1,0,0,SPARQL
.rsh,1,1,1,0,0,RenderScript
.rss,1,1,1,0,0,XML
.rst,1,1,1,0,0,reStructuredText
.rsx,1,1,1,0,0,R
.rtf,1,0,1,0,0,Rich Text Format
.ru,1,1,1,0,0,Ruby
.ruby,1,1,1,0,0,Ruby
.rviz,1,0,1,0,0,YAML
.sage,1,1,1,0,0,Sage
.sagews,1,1,1,0,0,Sage
.sail,1,0,1,0,0,Sail
.sarif,1,0,1,0,0,JSON
.sas,1,1,1,0,1,SAS
.sass,1,1,1,0,0,Sass
.sats,1,1,1,0,0,ATS
.sbt,1,1,1,0,0,Scala
.scad,1,1,1,0,0,OpenSCAD
.scala,1,1,1,0,0,Scala
.scaml,1,1,1,0,0,Scaml
.sce,1,1,1,1,0,Scilab
.scenic,1,1,1,0,0,Scenic
.schdoc,1,0,1,0,0,Altium Designer
.sci,1,1,1,1,0,Scilab
.sco,1,0,1,0,0,Csound Score
.scpt,1,1,1,1,0,AppleScript
.scrbl,1,1,1,0,0,Racket
.scss,1,1,1,0,0,SCSS
.scxml,1,1,1,0,0,XML
.sdc,1,1,1,1,0,Tcl
.sed,1,1,1,1,1,sed
.self,1,1,1,0,1,Self
.service,1,1,1,0,0,desktop
.sexp,1,1,1,1,0,Common Lisp
.sfd,1,1,1,0,0,Spline Font Database
.sfproj,1,1,1,0,0,XML
.sfv,1,0,1,0,0,Simple File Verification
.sh,1,0,1,0,0,Shell
.sh-session,1,0,1,0,0,ShellSession
.sha1,1,0,1,0,0,Checksums
.sha2,1,0,1,0,0,Checksums
.sha224,1,0,1,0,0,Checksums
.sha256,1,0,1,0,0,Checksums
.sha256sum,1,0,1,0,0,Checksums
.sha3,1,0,1,0,0,Checksums
.sha384,1,0,1,0,0,Checksums
.sha512,1,0,1,0,0,Checksums
.shen,1,1,1,0,0,Shen
.shproj,1,1,1,0,0,XML
.sieve,1,1,1,0,0,Sieve
.sig,1,1,1,1,0,Standard ML
.sj,1,1,1,0,0,Objective-J
.sjs,1,1,1,1,0,JavaScript
.sl,1,1,1,0,0,Slash
.slang,1,1,1,0,1,Slang
.sld,1,1,1,0,0,Scheme
.slim,1,1,1,0,1,Slim
.slint,1,0,1,0,0,Slint
.sln,1,0,1,0,0,Microsoft Visual Studio Solution
.slnx,1,1,1,0,0,XML
.sma,1,1,1,0,0,Pawn
.smali,1,1,1,0,0,Smali
.smithy,1,1,1,0,0,Smithy
.smk,1,1,1,0,0,Snakemake
.sml,1,1,1,1,0,Standard ML
.smt,1,1,1,0,0,SMT
.smt2,1,1,1,0,0,SMT
.snakefile,1,1,1,0,0,Snakemake
.snap,1,0,1,0,0,Jest Snapshot
.snip,1,0,1,0,0,Vim Snippet
.snippet,1,0,1,0,0,Vim Snippet
.snippets,1,0,1,0,0,Vim Snippet
.soy,1,1,1,0,0,Closure Templates
.sp,1,1,1,0,0,SourcePawn
.sparql,1,1,1,0,0,SPARQL
.spc,1,0,1,0,0,PLSQL
.spin,1,0,1,0,0,Propeller Spin
.sps,1,1,1,0,0,Scheme
.sqf,1,0,1,0,0,SQF
.sqlrpgle,1,0,1,0,0,RPGLE
.sra,1,1,1,1,0,PowerBuilder
.srdf,1,1,1,0,0,XML
.sru,1,1,1,1,0,PowerBuilder
.srv,1,0,1,0,0,ROS Interface
.srw,1,1,1,1,0,PowerBuilder
.ss,1,1,1,0,0,Scheme
.ssjs,1,1,1,1,0,JavaScript
.sss,1,1,1,0,0,SugarSS
.stan,1,1,1,0,0,Stan
.sthlp,1,1,1,1,0,Stata
.stl,1,1,1,0,0,STL
.ston,1,1,1,0,0,STON
.story,1,1,1,0,0,Gherkin
.storyboard,1,1,1,0,0,XML
.sttheme,1,0,1,0,0,XML Property List
.sty,1,1,1,1,0,TeX
.styl,1,1,1,0,0,Stylus
.sublime-build,1,0,1,0,0,JSON with Comments
.sublime-color-scheme,1,0,1,0,0,JSON with Comments
.sublime-commands,1,0,1,0,0,JSON with Comments
.sublime-completions,1,0,1,0,0,JSON with Comments
.sublime-keymap,1,0,1,0,0,JSON with Comments
.sublime-macro,1,0,1,0,0,JSON with Comments
.sublime-menu,1,0,1,0,0,JSON with Comments
.sublime-mousemap,1,0,1,0,0,JSON with Comments
.sublime-project,1,0,1,0,0,JSON with Comments
.sublime-settings,1,0,1,0,0,JSON with Comments
.sublime-snippet,1,1,1,0,0,XML
.sublime-syntax,1,0,1,0,0,YAML
.sublime-theme,1,0,1,0,0,JSON with Comments
.sublime-workspace,1,0,1,0,0,JSON with Comments
.sublime_metrics,1,0,1,0,0,JSON with Comments
.sublime_session,1,0,1,0,0,JSON with Comments
.sv,1,1,1,0,0,SystemVerilog
.svelte,1,1,1,0,0,Svelte
.svg,1,1,1,0,0,SVG
.svh,1,1,1,0,0,SystemVerilog
.swg,1,0,1,0,0,SWIG
.swift,1,1,1,0,0,Swift
.swig,1,0,1,0,0,SWIG
.syntax,1,0,1,0,0,YAML
.tab,1,1,1,1,0,SQL
.tac,1,0,1,0,1,Python
.tag,1,1,1,0,0,Java Server Pages
.talon,1,0,1,0,0,Talon
.targets,1,1,1,0,0,XML
.tcc,1,0,1,1,1,C++
.tcl,1,1,1,1,0,Tcl
.tcsh,1,1,1,0,0,Tcsh
.te,1,0,1,0,0,SELinux Policy
.tea,1,1,1,0,0,Tea
.templ,1,0,1,0,0,templ
.tesc,1,1,1,0,0,GLSL
.tese,1,1,1,0,0,GLSL
.tex,1,1,1,1,0,TeX
.texi,1,0,1,0,0,Texinfo
.texinfo,1,0,1,0,0,Texinfo
.textgrid,1,0,1,0,0,TextGrid
.textile,1,1,1,0,1,Textile
.textproto,1,0,1,0,0,Protocol Buffer Text Format
.tf,1,1,1,0,0,HCL
.tfstate,1,0,1,0,0,JSON
.tftpl,1,0,1,0,0,Terraform Template
.tfvars,1,1,1,0,0,HCL
.thor,1,1,1,0,0,Ruby
.thrift,1,1,1,0,0,Thrift
.thy,1,1,1,0,0,Isabelle
.tla,1,1,1,0,0,TLA
.tlv,1,0,1,0,0,TL-Verilog
.tm,1,1,1,1,0,Tcl
.tmac,1,1,1,0,0,Roff
.tmcommand,1,0,1,0,0,XML Property List
.tml,1,1,1,0,0,XML
.tmlanguage,1,0,1,0,0,XML Property List
.tmpreferences,1,0,1,0,0,XML Property List
.tmsnippet,1,0,1,0,0,XML Property List
.tmtheme,1,0,1,0,0,XML Property List
.tmux,1,0,1,0,0,Shell
.toit,1,1,1,0,0,Toit
.toml,1,1,1,0,0,TOML
.tool,1,0,1,0,0,Shell
.topojson,1,0,1,0,0,JSON
.tpb,1,0,1,0,0,PLSQL
.tpl,1,1,1,0,0,Smarty
.tpp,1,0,1,1,1,C++
.tps,1,0,1,0,0,PLSQL
.tres,1,0,1,0,0,Godot Resource
.trg,1,0,1,0,0,PLSQL
.tscn,1,0,1,0,0,Godot Resource
.tsv,1,0,1,0,0,TSV
.ttl,1,1,1,0,0,Turtle
.tu,1,1,1,0,0,Turing
.twig,1,1,1,0,0,Twig
.txi,1,0,1,0,0,Texinfo
.txl,1,1,1,0,0,TXL
.txx,1,0,1,1,1,C++
.uc,1,1,1,1,0,UnrealScript
.udf,1,1,1,1,0,SQL
.udo,1,1,1,1,0,Csound
.ui,1,1,1,0,0,XML
.unity,1,1,1,0,0,Unity3D Asset
.uno,1,1,1,0,0,Uno
.upc,1,1,1,0,0,Unified Parallel C
.uplc,1,0,1,0,0,Untyped Plutus Core
.ur,1,1,1,0,0,UrWeb
.urdf,1,1,1,0,0,XML
.url,1,1,1,0,0,INI
.urs,1,1,1,0,0,UrWeb
.ux,1,1,1,0,0,XML
.vala,1,1,1,0,0,Vala
.vapi,1,1,1,0,0,Vala
.vark,1,1,1,0,0,Gosu
.vb,1,1,1,1,0,Visual Basic .NET
.vbhtml,1,1,1,1,0,Visual Basic .NET
.vbproj,1,1,1,0,0,XML
.vbs,1,1,1,0,0,VBScript
.vcl,1,1,1,0,0,VCL
.vcxproj,1,1,1,0,0,XML
.vdf,1,0,1,0,0,Valve Data Format
.veo,1,1,1,0,0,Verilog
.vert,1,1,1,0,0,GLSL
.vh,1,1,1,0,0,SystemVerilog
.vhd,1,1,1,0,0,VHDL
.vhdl,1,1,1,0,0,VHDL
.vhf,1,1,1,0,0,VHDL
.vhi,1,1,1,0,0,VHDL
.vho,1,1,1,0,0,VHDL
.vhs,1,1,1,0,0,VHDL
.vht,1,1,1,0,0,VHDL
.vhw,1,1,1,0,0,VHDL
.vim,1,1,1,0,0,Vim Script
.vimrc,1,1,1,0,0,Vim Script
.viw,1,1,1,1,0,SQL
.vmb,1,1,1,0,0,Vim Script
.volt,1,1,1,0,0,Volt
.vrx,1,1,1,0,0,GLSL
.vs,1,1,1,0,0,GLSL
.vsh,1,1,1,0,0,GLSL
.vshader,1,1,1,0,0,GLSL
.vsixmanifest,1,1,1,0,0,XML
.vssettings,1,1,1,0,0,XML
.vstemplate,1,1,1,0,0,XML
.vtl,1,0,1,0,0,Velocity Template Language
.vto,1,0,1,0,0,Vento
.vtt,1,0,1,0,0,WebVTT
.vue,1,0,1,0,0,Vue
.vw,1,0,1,0,0,PLSQL
.vxml,1,1,1,0,0,XML
.vy,1,0,1,0,0,Vyper
.wast,1,0,1,1,0,WebAssembly
.wat,1,0,1,1,0,WebAssembly
.watchr,1,1,1,0,0,Ruby
.wdl,1,1,1,0,0,WDL
.webapp,1,0,1,0,0,JSON
.webidl,1,0,1,0,0,WebIDL
.webmanifest,1,0,1,0,0,JSON
.weechatlog,1,1,1,0,0,IRC log
.wgsl,1,1,1,0,0,WGSL
.whiley,1,1,1,0,0,Whiley
.wiki,1,0,1,0,0,Wikitext
.wikitext,1,0,1,0,0,Wikitext
.wisp,1,1,1,0,0,wisp
.wit,1,0,1,0,0,WebAssembly Interface Type
.wixproj,1,1,1,0,0,XML
.wl,1,0,1,1,0,Wolfram Language
.wlk,1,0,1,0,0,Wollok
.wls,1,0,1,1,0,Wolfram Language
.wlt,1,0,1,1,0,Wolfram Language
.wlua,1,1,1,1,0,Lua
.workbook,1,1,1,0,0,Markdown
.wren,1,1,1,0,0,Wren
.ws,1,0,1,0,0,Witcher Script
.wsdl,1,1,1,0,0,XML
.wsf,1,1,1,0,0,XML
.wsgi,1,0,1,0,1,Python
.wxi,1,1,1,0,0,XML
.wxl,1,1,1,0,0,XML
.wxs,1,1,1,0,0,XML
.x10,1,1,1,0,0,X10
.x3d,1,1,1,0,0,XML
.x68,1,0,1,0,0,Motorola 68K Assembly
.xacro,1,1,1,0,0,XML
.xaml,1,1,1,0,0,XML
.xbm,1,1,1,0,0,X BitMap
.xc,1,1,1,0,0,XC
.xdc,1,1,1,1,0,Tcl
.xht,1,1,1,0,0,HTML
.xhtml,1,1,1,0,0,HTML
.xi,1,1,1,0,1,Logos
.xib,1,1,1,0,0,XML
.xlf,1,1,1,0,0,XML
.xliff,1,1,1,0,0,XML
.xm,1,1,1,0,1,Logos
.xmi,1,1,1,0,0,XML
.xml,1,1,1,0,0,XML
.xmp,1,1,1,0,0,XML
.xojo_code,1,1,1,1,0,Xojo
.xojo_menu,1,1,1,1,0,Xojo
.xojo_report,1,1,1,1,0,Xojo
.xojo_script,1,1,1,1,0,Xojo
.xojo_toolbar,1,1,1,1,0,Xojo
.xojo_window,1,1,1,1,0,Xojo
.xpl,1,1,1,0,0,XProc
.xpm,1,1,1,0,0,X PixMap
.xproc,1,1,1,0,0,XProc
.xproj,1,1,1,0,0,XML
.xpy,1,0,1,0,1,Python
.xq,1,1,1,1,0,XQuery
.xql,1,1,1,1,0,XQuery
.xqm,1,1,1,1,0,XQuery
.xquery,1,1,1,1,0,XQuery
.xqy,1,1,1,1,0,XQuery
.xrl,1,1,1,0,0,Erlang
.xs,1,1,1,0,1,XS
.xsd,1,1,1,0,0,XML
.xsh,1,0,1,0,0,Xonsh
.xsjs,1,1,1,1,0,JavaScript
.xsjslib,1,1,1,1,0,JavaScript
.xsl,1,1,1,1,0,XSLT
.xslt,1,1,1,1,0,XSLT
.xsp-config,1,1,1,0,0,XPages
.xspec,1,1,1,0,0,XML
.xtend,1,1,1,1,0,Xtend
.xul,1,1,1,0,0,XML
.xzap,1,0,1,0,0,ZAP
.y,1,1,1,0,0,Yacc
.yacc,1,1,1,0,0,Yacc
.yaml-tmlanguage,1,0,1,0,0,YAML
.yang,1,1,1,0,0,YANG
.yap,1,1,1,1,0,Prolog
.yar,1,1,1,0,0,YARA
.yara,1,1,1,0,0,YARA
.yasnippet,1,1,1,0,0,YASnippet
.yrl,1,1,1,0,0,Erlang
.yul,1,1,1,0,0,Yul
.yyp,1,0,1,0,0,JSON
.z3,1,1,1,0,0,SMT
.zap,1,0,1,0,0,ZAP
.zcml,1,1,1,0,0,XML
.zeek,1,1,1,0,0,Zeek
.zep,1,1,1,0,0,Zephir
.zig,1,1,1,0,0,Zig
.zil,1,1,1,0,0,ZIL
.zimpl,1,1,1,0,0,Zimpl
.zmodel,1,0,1,0,0,Zmodel
.zmpl,1,1,1,0,0,Zimpl
.zone,1,0,1,0,0,DNS Zone
.zpl,1,1,1,0,0,Zimpl
.zs,1,1,1,0,0,ZenScript
.zsh,1,0,1,0,0,Shell
.zsh-theme,1,0,1,0,0,Shell
